queue_order,resource_type,resource_id,title,url,capture_wave,priority_basis,related_gap_ids,candidate_comparison_source_ids,affected_nonverified_knowledge_ids,affected_current_evidence_knowledge_ids,affected_taxonomy_ids,work_state,state_basis,capture_action,completion_gate
101,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0072,Human trafficking awareness,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Human-Trafficking-VSM-021725-ENG-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
102,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0073,Railroad intersections,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/PD-RAILROAD-SAFETY-INTERSECTIONSVSM021025-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
103,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0074,Large packages,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/Large-PackagesPDVSM011325ENGFINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
104,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0075,Trailer Dolly Coupling Canada,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY24-VSMs/TRAILER-DOLLY-COUPLINGVSM61923-Canada-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
105,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0076,Trailer Dolly Coupling,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY24-VSMs/TRAILER-DOLLY-COUPLING-VSM-61923-US-FINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
106,SAFETY_DOCUMENT,MGB-SAFETY-TOPIC-0077,Trailer dolly coupling,https://www.mygroundbiz.com/-/media/FXGMGB/docs/Safety/FY25-VSMs/LH-TRAILER-DOLLY-COUPLING-VSM-021025-USCANADAFINAL.ashx,WAVE_1_DIRECT_DOCUMENT_ACQUISITION,DIRECT_DOCUMENT_URL_CAPTURED_FROM_EXPANDED_LIBRARY; acquire while authentication is live; title is discovery metadata only,,,,,,UNACQUIRED_OPEN,SAFETY_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,DOWNLOAD_ARCHIVE_HASH_AND_RECORD_PAGE_COUNT,PRIMARY_SOURCE_ROW_CHECKSUM_COMPLETE_PAGE_REVIEW_AND_REFERENCE_INVENTORY
107,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0001,August 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
108,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0002,July 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
109,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0003,June 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
110,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0004,May 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
111,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0005,April 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
112,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0006,March 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
113,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0007,February 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
114,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0008,January 2026,https://www.mygroundbiz.com/news?sort=Date&archive=2026-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
115,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0009,December 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-12&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
116,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0010,November 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-11&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
117,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0011,October 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-10&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
118,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0012,September 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-09&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
119,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0013,August 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
120,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0014,July 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
121,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0015,June 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
122,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0016,May 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
123,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0017,April 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
124,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0018,March 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
125,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0019,January 2025,https://www.mygroundbiz.com/news?sort=Date&archive=2025-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
126,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0020,December 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-12&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
127,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0021,November 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-11&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
128,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0022,October 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-10&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
129,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0023,August 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
130,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0024,July 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
131,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0025,June 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
132,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0026,May 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
133,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0027,April 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
